Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Home Mortgage,4 years,0.0,907610.0,0.0,0.0,0.0,debt consolidation,Short Term,429748.0,748.0,1577380.0,11.0,21.6,478154.0,25501.0,0
Home Mortgage,8 years,0.0,475618.0,0.0,23.0,0.0,buy house,Short Term,309606.0,716.0,2049036.0,6.0,21.7,208449.0,7377.0,0
Own Home,9 years,0.0,223322.0,1.0,32.0,1.0,debt consolidation,Short Term,247896.0,738.0,973180.0,8.0,18.4,163951.0,6350.0,0
Own Home,2 years,0.0,468314.0,1.0,40.0,1.0,debt consolidation,Short Term,336116.0,728.0,928872.0,13.0,24.0,185630.0,11456.0,0
Home Mortgage,4 years,0.0,994752.0,1.0,0.0,1.0,debt consolidation,Short Term,558162.0,7100.0,1151590.0,10.0,29.0,341924.0,28790.0,1
Rent,1 year,0.0,774202.0,0.0,0.0,0.0,debt consolidation,Short Term,239470.0,694.0,691087.0,10.0,14.8,363071.0,16817.0,1
Own Home,5 years,0.0,1134298.0,0.0,0.0,0.0,debt consolidation,Short Term,217624.0,731.0,1380357.5796698076,15.0,27.0,88160.0,21332.0,1
Home Mortgage,9 years,0.0,327822.0,0.0,0.0,0.0,debt consolidation,Short Term,199232.0,738.0,1376474.0,10.0,10.6,219127.0,4783.0,0
Rent,< 1 year,0.0,538868.0,0.0,39.0,0.0,business loan,Long Term,251482.0,731.0,1439027.1464545296,14.0,19.9,297388.0,23140.0,1
Rent,9 years,0.0,426250.0,0.0,0.0,0.0,debt consolidation,Short Term,220946.0,731.0,1156523.16721041,11.0,13.1,329460.0,12411.0,1
Rent,10+ years,0.0,232606.0,2.0,40.0,1.0,debt consolidation,Short Term,531542.0,739.0,1243284.0,8.0,25.3,116128.0,10288.0,1
Home Mortgage,10+ years,0.0,322608.0,0.0,19.0,0.0,debt consolidation,Long Term,309606.0,651.0,1014144.0,6.0,18.6,268033.0,19100.0,0
Rent,9 years,0.0,983444.0,0.0,0.0,0.0,debt consolidation,Short Term,437316.0,731.0,1270103.7134381738,17.0,16.8,377112.0,15011.0,0
Rent,7 years,0.0,124498.0,0.0,0.0,0.0,other,Short Term,174658.0,731.0,914685.1020659022,10.0,17.0,74727.0,4450.0,0
Home Mortgage,3 years,0.0,662002.0,0.0,0.0,0.0,home improvements,Long Term,528484.0,730.0,1035177.0,11.0,15.4,277856.0,21911.0,1
Own Home,2 years,0.0,1280576.0,0.0,0.0,0.0,debt consolidation,Long Term,516736.0,715.0,1214993.0,12.0,16.7,208449.0,17010.0,1
Rent,< 1 year,0.0,145156.0,0.0,0.0,0.0,debt consolidation,Short Term,94534.0,731.0,1033688.6981948892,6.0,17.0,92511.0,9676.0,0
Rent,5 years,0.0,559614.0,0.0,56.0,0.0,home improvements,Long Term,219758.0,731.0,1039856.452343721,17.0,13.0,69597.0,12409.0,1
Rent,10+ years,0.0,240592.0,0.0,18.0,0.0,debt consolidation,Short Term,191422.0,736.0,1417020.0,10.0,12.5,135698.0,7309.0,0
Home Mortgage,4 years,0.0,195514.0,1.0,20.0,1.0,buy a car,Short Term,178574.0,737.0,892107.0,9.0,14.7,115159.0,17247.0,0
Own Home,10+ years,0.0,390148.0,0.0,0.0,0.0,debt consolidation,Short Term,222970.0,7260.0,673987.0,8.0,13.5,305938.0,15445.0,1
Rent,10+ years,0.0,681714.0,0.0,34.0,0.0,debt consolidation,Long Term,437184.0,731.0,1465562.4606412582,12.0,28.2,257887.0,21215.0,0
Own Home,3 years,0.0,241560.0,1.0,0.0,0.0,debt consolidation,Short Term,172436.0,724.0,781888.0,12.0,23.2,155002.0,5955.0,0
Rent,< 1 year,0.0,302324.0,0.0,55.0,0.0,debt consolidation,Short Term,136752.0,710.0,1170590.0,13.0,12.7,204440.0,6705.0,1
Rent,1 year,0.0,229130.0,0.0,0.0,0.0,debt consolidation,Short Term,158620.0,713.0,532741.0,7.0,16.9,115766.99999999999,13230.0,0
Home Mortgage,8 years,0.0,332420.0,1.0,0.0,1.0,debt consolidation,Long Term,309606.0,650.0,1321222.0,14.0,22.5,196080.0,22020.0,0
Rent,10+ years,0.0,161392.0,1.0,0.0,1.0,take a trip,Short Term,339636.0,708.0,895071.0,10.0,14.5,208449.0,16009.0,0
Rent,10+ years,0.0,264506.0,1.0,0.0,1.0,debt consolidation,Short Term,134486.0,706.0,764693.0,15.0,17.6,131119.0,8666.0,1
Rent,9 years,0.0,197428.0,0.0,0.0,0.0,debt consolidation,Short Term,201960.0,736.0,805030.0,14.0,11.8,126692.00000000001,15430.0,1
Rent,8 years,0.0,1495648.0,0.0,0.0,0.0,debt consolidation,Short Term,460658.0,745.0,2500723.0,11.0,20.8,208449.0,16009.0,1
Rent,8 years,0.0,227876.0,3.0,51.0,3.0,debt consolidation,Short Term,108504.0,729.0,985815.0,11.0,18.1,104899.0,10351.0,1
Rent,3 years,0.0,312686.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,740.0,1447667.0,6.0,17.0,152304.0,13632.0,0
Rent,10+ years,0.0,526240.0,0.0,0.0,0.0,debt consolidation,Long Term,392986.0,7040.0,678794.0,6.0,11.3,295412.0,8994.0,1
Home Mortgage,4 years,0.0,530420.0,0.0,32.0,0.0,debt consolidation,Long Term,327470.0,731.0,1036739.8493680076,8.0,11.4,304171.0,8099.0,1
Rent,< 1 year,0.0,542344.0,0.0,46.0,0.0,debt consolidation,Long Term,342320.0,731.0,1015474.6364167396,9.0,11.7,305862.0,6920.0,1
Own Home,3 years,0.0,475618.0,0.0,27.0,0.0,buy a car,Short Term,213972.0,731.0,1261233.9075806588,10.0,22.6,376105.0,11798.0,0
Home Mortgage,10+ years,0.0,1049312.0,0.0,0.0,0.0,debt consolidation,Short Term,265628.0,733.0,1433835.0,18.0,17.0,380608.0,17326.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,home improvements,Short Term,108856.0,751.0,940120.0,10.0,17.0,208449.0,8069.0,1
Rent,7 years,0.0,461406.0,0.0,40.0,0.0,debt consolidation,Short Term,107118.0,731.0,1267276.740260832,8.0,17.9,312417.0,15669.0,0
Own Home,10+ years,0.0,1036530.0,0.0,13.0,0.0,debt consolidation,Long Term,449240.0,731.0,1359092.856419158,10.0,21.5,367916.0,17113.0,0
Home Mortgage,10+ years,0.0,252582.0,0.0,27.0,0.0,other,Long Term,215754.0,726.0,1211174.0,10.0,19.4,139821.0,9841.0,0
Rent,10+ years,0.0,471438.0,0.0,0.0,0.0,debt consolidation,Short Term,394020.0,735.0,907440.0,12.0,9.9,280535.0,14217.0,1
Rent,< 1 year,0.0,536558.0,0.0,0.0,0.0,debt consolidation,Short Term,422246.0,731.0,1283832.0882301559,11.0,9.4,243751.0,21986.0,1
Rent,2 years,0.0,513480.0,0.0,0.0,0.0,debt consolidation,Short Term,188298.0,653.0,1451942.0,15.0,9.4,284696.0,27708.0,1
Home Mortgage,7 years,0.0,1183842.0,0.0,32.0,0.0,debt consolidation,Short Term,341726.0,731.0,1343605.1655977047,13.0,9.7,223896.0,25082.0,1
Own Home,< 1 year,0.0,273966.0,0.0,0.0,0.0,business loan,Long Term,779394.0,731.0,1319620.3932785753,7.0,10.9,129656.00000000001,25322.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,766700.0,703.0,2005336.0,16.0,19.5,208449.0,31367.0,0
Rent,10+ years,0.0,624052.0,0.0,0.0,0.0,debt consolidation,Short Term,250096.0,738.0,642105.0,8.0,15.5,363793.0,16534.0,1
Rent,1 year,0.0,253132.0,1.0,0.0,1.0,debt consolidation,Short Term,182776.0,741.0,779779.0,10.0,15.2,120460.00000000001,14296.0,0
Home Mortgage,6 years,0.0,475618.0,0.0,0.0,0.0,buy a car,Short Term,86724.0,731.0,1372147.685296962,15.0,26.5,507813.0,12416.0,0
Rent,1 year,0.0,364738.0,0.0,69.0,0.0,debt consolidation,Short Term,112332.0,728.0,709004.0,9.0,26.8,242554.0,9040.0,0
Home Mortgage,< 1 year,0.0,829356.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,721.0,1224873.0,13.0,17.0,369588.0,15005.0,0
Rent,10+ years,0.0,465190.0,0.0,46.0,0.0,debt consolidation,Short Term,102410.0,731.0,930605.5197915336,10.0,17.0,85576.0,4974.0,1
Rent,10+ years,0.0,446468.0,0.0,19.0,0.0,other,Short Term,214764.0,731.0,1273146.7787401606,11.0,23.3,272612.0,14189.0,1
Home Mortgage,3 years,0.0,475618.0,0.0,29.0,0.0,debt consolidation,Short Term,463518.0,731.0,1319106.5410803189,10.0,26.8,208449.0,16009.0,1
Rent,8 years,0.0,419650.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,734.0,2007464.0,10.0,16.8,92416.0,23922.0,0
Rent,10+ years,0.0,946418.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,739.0,1170590.0,10.0,19.4,317129.0,10163.0,0
Home Mortgage,10+ years,0.0,269368.0,0.0,47.0,0.0,debt consolidation,Short Term,347534.0,688.0,1481943.0,9.0,21.2,209855.0,29515.0,0
Home Mortgage,10+ years,0.0,246224.0,0.0,0.0,0.0,debt consolidation,Long Term,442618.0,628.0,1049807.0,8.0,16.0,137370.0,14041.0,1
Home Mortgage,7 years,0.0,280148.0,0.0,45.0,0.0,debt consolidation,Short Term,181082.0,732.0,558543.0,6.0,20.7,214605.0,13405.0,0
Rent,5 years,0.0,257818.0,0.0,0.0,0.0,debt consolidation,Short Term,182028.0,723.0,655025.0,10.0,17.0,134045.0,20251.0,0
Rent,5 years,0.0,278850.0,0.0,0.0,0.0,debt consolidation,Short Term,157520.0,7400.0,680162.0,7.0,9.1,115596.0,4274.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,542146.0,656.0,1170590.0,15.0,13.0,208449.0,16009.0,1
Home Mortgage,10+ years,0.0,230010.0,2.0,0.0,2.0,debt consolidation,Short Term,309606.0,707.0,844664.0,9.0,22.6,60990.0,16330.0,0
Home Mortgage,10+ years,0.0,276342.0,0.0,37.0,0.0,debt consolidation,Long Term,402490.0,726.0,1052182.0,13.0,21.8,156788.0,11486.0,0
Rent,2 years,0.0,439670.0,0.0,0.0,0.0,debt consolidation,Short Term,284350.0,7210.0,944490.0,17.0,11.0,354654.0,18496.0,1
Rent,< 1 year,0.0,244442.0,0.0,45.0,0.0,debt consolidation,Short Term,152680.0,731.0,1175002.387035437,7.0,22.4,163381.0,12263.0,1
Rent,7 years,0.0,343420.0,0.0,0.0,0.0,debt consolidation,Short Term,442838.0,731.0,1280706.9562227102,6.0,19.8,244986.0,16790.0,0
Rent,8 years,0.0,387992.0,0.0,0.0,0.0,debt consolidation,Short Term,253506.0,731.0,980908.9164289248,8.0,12.0,236246.0,6597.0,0
Rent,1 year,0.0,762982.0,0.0,0.0,0.0,other,Long Term,552926.0,614.0,1432562.0,11.0,18.1,408538.0,27469.0,1
Rent,7 years,0.0,475618.0,0.0,16.0,0.0,debt consolidation,Long Term,355014.0,704.0,1097402.0,15.0,9.6,31654.0,11797.0,1
Rent,8 years,0.0,1495648.0,0.0,0.0,0.0,debt consolidation,Short Term,460658.0,745.0,2500723.0,11.0,20.8,208449.0,16009.0,1
Home Mortgage,10+ years,0.0,143572.0,0.0,32.0,0.0,debt consolidation,Short Term,166694.0,712.0,1218964.0,9.0,30.2,119776.0,20225.0,1
Rent,10+ years,0.0,710644.0,1.0,0.0,1.0,debt consolidation,Short Term,412918.0,738.0,795606.0,10.0,22.9,324672.0,20023.0,0
Rent,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,112728.0,746.0,973560.0,10.0,17.0,208449.0,5395.0,1
Own Home,10+ years,0.0,894322.0,0.0,0.0,0.0,home improvements,Short Term,193424.0,7330.0,1170590.0,7.0,21.1,208449.0,16009.0,1
Home Mortgage,< 1 year,0.0,1144462.0,0.0,0.0,0.0,debt consolidation,Long Term,666798.0,729.0,1497257.0,15.0,20.5,682974.0,14474.0,1
Own Home,10+ years,0.0,466180.0,1.0,0.0,1.0,debt consolidation,Short Term,202246.0,713.0,825341.0,9.0,16.7,151791.0,13962.0,0
Rent,10+ years,0.0,182380.0,0.0,46.0,0.0,debt consolidation,Short Term,120186.0,744.0,926725.0,8.0,12.2,95456.0,10889.0,0
Home Mortgage,10+ years,0.0,1176032.0,0.0,0.0,0.0,debt consolidation,Long Term,762080.0,718.0,2256516.0,12.0,26.4,741437.0,16009.0,0
Home Mortgage,10+ years,0.0,620950.0,0.0,0.0,0.0,debt consolidation,Long Term,572748.0,676.0,1171920.0,12.0,27.6,457425.0,17393.0,1
Home Mortgage,9 years,0.0,434984.0,0.0,70.0,0.0,debt consolidation,Long Term,510884.0,731.0,1280465.6741811794,7.0,16.9,323076.0,16546.0,1
Rent,10+ years,0.0,902154.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,723.0,1060048.0,11.0,13.9,515014.0,26501.0,1
Rent,5 years,0.0,258500.0,0.0,31.0,0.0,debt consolidation,Long Term,383504.0,731.0,1075006.7436237915,10.0,10.5,172121.0,13103.0,1
Home Mortgage,2 years,0.0,292072.0,0.0,0.0,0.0,debt consolidation,Short Term,315106.0,731.0,866355.8068635125,9.0,14.0,52212.0,4082.0,0
Home Mortgage,2 years,0.0,1215038.0,0.0,6.0,0.0,debt consolidation,Short Term,297550.0,731.0,1455235.0872353325,12.0,31.4,118578.99999999999,22099.0,0
Rent,5 years,0.0,124410.0,0.0,33.0,0.0,other,Long Term,536690.0,692.0,1297814.0,7.0,14.5,57057.0,13195.0,1
Rent,10+ years,0.0,220176.0,0.0,0.0,0.0,debt consolidation,Short Term,76230.0,731.0,1175371.4499693774,7.0,17.0,109326.0,16009.0,1
Rent,1 year,0.0,580316.0,0.0,0.0,0.0,other,Short Term,348964.0,744.0,1601111.0,10.0,10.0,126293.0,16009.0,0
Rent,6 years,0.0,410894.0,0.0,0.0,0.0,debt consolidation,Short Term,304238.0,729.0,675659.0,11.0,14.0,346351.0,12387.0,1
Rent,< 1 year,0.0,972114.0,0.0,9.0,0.0,debt consolidation,Short Term,526636.0,743.0,1170590.0,8.0,14.8,565002.9999999999,16009.0,0
Rent,6 years,0.0,445390.0,0.0,0.0,0.0,debt consolidation,Long Term,266024.0,679.0,689263.0,7.0,17.0,187701.0,15911.0,1
Rent,< 1 year,0.0,402292.0,0.0,61.0,0.0,home improvements,Long Term,309628.0,731.0,1503019.0120231933,16.0,20.8,190399.0,27967.0,1
Home Mortgage,4 years,0.0,470096.0,0.0,0.0,0.0,major purchase,Short Term,174218.0,731.0,946750.441082129,10.0,12.9,220457.0,4890.0,0
Home Mortgage,2 years,0.0,349316.0,0.0,0.0,0.0,debt consolidation,Short Term,137918.0,711.0,744420.0,13.0,15.4,206644.0,11290.0,1
Rent,10+ years,0.0,628980.0,0.0,0.0,0.0,debt consolidation,Short Term,130262.0,751.0,768797.0,7.0,16.6,127661.0,10424.0,0
Home Mortgage,4 years,0.0,625922.0,0.0,32.0,0.0,debt consolidation,Long Term,562848.0,731.0,1775771.3937966283,18.0,16.0,480035.0,37093.0,1
Home Mortgage,2 years,0.0,185658.0,1.0,32.0,1.0,debt consolidation,Short Term,406252.0,731.0,1315428.9907083502,9.0,19.4,129238.0,21049.0,1
Home Mortgage,< 1 year,0.0,1454772.0,0.0,0.0,0.0,home improvements,Short Term,309606.0,750.0,849870.0,14.0,14.5,203528.0,11119.0,0
Home Mortgage,< 1 year,0.0,577984.0,0.0,0.0,0.0,debt consolidation,Long Term,500192.0,731.0,1323832.2648676224,11.0,25.6,313481.0,14618.0,1
Home Mortgage,8 years,0.0,1224674.0,0.0,18.0,0.0,home improvements,Short Term,660132.0,719.0,2280456.0,12.0,17.0,491815.0,17350.0,0
Home Mortgage,10+ years,0.0,836880.0,0.0,10.0,0.0,business loan,Short Term,781396.0,731.0,1927289.0889746011,13.0,23.4,670719.0,36674.0,1
Home Mortgage,6 years,0.0,475618.0,0.0,48.0,0.0,debt consolidation,Short Term,516934.0,7460.0,2814508.0,17.0,16.6,208449.0,16009.0,1
Rent,10+ years,0.0,168520.0,1.0,0.0,1.0,business loan,Short Term,309606.0,6520.0,1170590.0,11.0,14.5,46873.0,16009.0,1
Home Mortgage,6 years,0.0,457204.0,0.0,66.0,0.0,debt consolidation,Short Term,194414.0,731.0,911867.0,10.0,14.0,216391.0,22341.0,0
Own Home,10+ years,0.0,895136.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,746.0,1896238.0,7.0,15.1,186314.0,10287.0,0
Rent,6 years,0.0,247280.0,0.0,0.0,0.0,debt consolidation,Short Term,198902.0,700.0,916104.0,13.0,17.0,70699.0,15955.0,1
Home Mortgage,2 years,0.0,403502.0,3.0,0.0,3.0,debt consolidation,Short Term,336644.0,735.0,2325828.0,12.0,17.6,88521.0,12269.0,1
Rent,2 years,0.0,208934.0,1.0,0.0,1.0,debt consolidation,Short Term,133342.0,748.0,1660657.0,8.0,22.0,127926.99999999999,8220.0,0
Home Mortgage,7 years,0.0,1171654.0,0.0,0.0,0.0,debt consolidation,Long Term,619080.0,731.0,1871778.0967985054,9.0,17.5,733609.0,35568.0,1
Home Mortgage,10+ years,0.0,358204.0,0.0,13.0,0.0,debt consolidation,Short Term,315458.0,731.0,1058955.0382358264,6.0,16.2,198911.0,9029.0,0
Rent,10+ years,0.0,454718.0,0.0,0.0,0.0,debt consolidation,Short Term,233992.0,737.0,913273.0,9.0,10.0,299630.0,13242.0,0
Rent,1 year,0.0,291786.0,0.0,32.0,0.0,debt consolidation,Short Term,134552.0,741.0,716566.0,12.0,12.8,108110.0,15705.0,0
Home Mortgage,10+ years,0.0,476564.0,0.0,10.0,0.0,other,Short Term,237798.0,719.0,573135.0,15.0,16.6,46930.0,6400.0,1
Home Mortgage,10+ years,0.0,803616.0,0.0,0.0,0.0,debt consolidation,Short Term,255596.0,732.0,671859.0,10.0,13.2,315780.0,6719.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,43.0,0.0,debt consolidation,Short Term,368610.0,746.0,1170590.0,13.0,24.5,208449.0,32773.0,0
Rent,2 years,0.0,800536.0,0.0,44.0,0.0,debt consolidation,Short Term,214896.0,731.0,1234169.8916167074,13.0,9.5,319409.0,18022.0,1
Home Mortgage,10+ years,0.0,301070.0,1.0,72.0,1.0,debt consolidation,Short Term,162140.0,714.0,678946.0,8.0,14.5,84246.0,10863.0,0
Rent,3 years,0.0,360712.0,0.0,0.0,0.0,medical bills,Long Term,585948.0,637.0,2432950.0,7.0,17.7,306850.0,17152.0,0
Rent,4 years,0.0,254232.0,1.0,0.0,1.0,other,Short Term,309606.0,720.0,2003854.0,9.0,22.6,137446.0,14294.0,0
Home Mortgage,8 years,0.0,149402.0,1.0,0.0,1.0,debt consolidation,Short Term,325094.0,719.0,879700.0,10.0,16.5,41286.99999999997,18767.0,1
Rent,10+ years,0.0,1027554.0,0.0,0.0,0.0,home improvements,Short Term,238106.0,731.0,1091240.0241511106,15.0,17.0,151753.0,11183.0,0
Home Mortgage,< 1 year,0.0,1553596.0,0.0,0.0,0.0,debt consolidation,Long Term,534292.0,721.0,1730349.0,12.0,17.2,474981.0,31002.0,1
Rent,< 1 year,0.0,283756.0,0.0,0.0,0.0,business loan,Short Term,207240.0,7040.0,1556328.0,10.0,17.0,190912.0,10181.0,1
Rent,< 1 year,0.0,359744.0,0.0,0.0,0.0,debt consolidation,Short Term,158840.0,744.0,571596.0,6.0,10.6,230527.0,8441.0,1
Rent,5 years,0.0,318142.0,0.0,21.0,0.0,debt consolidation,Short Term,309606.0,721.0,1050624.0,8.0,17.0,111283.0,21013.0,0
Home Mortgage,1 year,0.0,856658.0,0.0,0.0,0.0,debt consolidation,Short Term,265144.0,747.0,1170590.0,14.0,19.8,398772.0,16009.0,0
Rent,< 1 year,0.0,145706.0,0.0,0.0,0.0,debt consolidation,Short Term,121396.0,728.0,1170590.0,6.0,17.0,92112.0,16009.0,0
Rent,5 years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,110990.0,697.0,1170590.0,10.0,11.4,41724.0,16009.0,0
Home Mortgage,< 1 year,0.0,502524.0,0.0,16.0,0.0,debt consolidation,Short Term,309606.0,708.0,1466230.0,9.0,16.3,348080.0,16495.0,0
Rent,2 years,0.0,475618.0,0.0,47.0,0.0,other,Short Term,309606.0,682.0,1067686.0,10.0,11.2,33858.0,5961.0,1
Own Home,10+ years,0.0,221034.0,0.0,0.0,0.0,home improvements,Short Term,524942.0,731.0,918145.1442353823,10.0,16.9,106324.0,4001.0,0
Own Home,10+ years,0.0,700040.0,0.0,17.0,0.0,debt consolidation,Short Term,174878.0,731.0,1202031.5921111768,17.0,14.8,168074.0,17132.0,1
Home Mortgage,1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,739.0,1170590.0,9.0,17.0,208449.0,16009.0,0
Rent,10+ years,0.0,370876.0,0.0,27.0,0.0,debt consolidation,Long Term,302676.0,691.0,1213644.0,10.0,12.0,198911.0,12541.0,0
Home Mortgage,10+ years,0.0,536910.0,0.0,35.0,0.0,debt consolidation,Long Term,772860.0,732.0,2174018.0,14.0,19.5,219336.0,25545.0,0
Home Mortgage,3 years,0.0,265738.0,0.0,0.0,0.0,business loan,Short Term,500390.0,711.0,1139772.0,7.0,19.4,42693.0,6934.0,1
Home Mortgage,5 years,0.0,691218.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,730.0,1546239.0,13.0,26.4,129542.0,37238.0,0
Home Mortgage,7 years,0.0,858638.0,0.0,0.0,0.0,debt consolidation,Short Term,233222.0,713.0,874095.0,12.0,9.8,327769.0,17336.0,0
Home Mortgage,6 years,0.0,478192.0,0.0,50.0,0.0,debt consolidation,Long Term,570174.0,715.0,1723471.0,12.0,16.5,279604.0,10757.0,0
Rent,3 years,0.0,1085656.0,0.0,0.0,0.0,debt consolidation,Short Term,336512.0,745.0,638571.0,6.0,15.0,432250.0,10579.0,0
Rent,< 1 year,0.0,881100.0,0.0,0.0,0.0,buy house,Short Term,616924.0,747.0,2188287.0,9.0,16.0,150670.0,16009.0,0
Home Mortgage,< 1 year,0.0,437668.0,2.0,67.0,0.0,debt consolidation,Short Term,195272.0,747.0,1667668.0,14.0,14.8,112252.0,34465.0,1
Own Home,5 years,0.0,184008.0,1.0,0.0,0.0,wedding,Short Term,107712.0,696.0,1023169.0,10.0,16.7,158441.0,4920.0,0
Home Mortgage,4 years,0.0,495242.0,0.0,0.0,0.0,home improvements,Long Term,187506.0,731.0,1153607.482979753,12.0,10.6,208449.0,16009.0,1
Rent,10+ years,0.0,532906.0,0.0,0.0,0.0,debt consolidation,Short Term,623832.0,727.0,1207887.0,8.0,17.1,378328.0,17011.0,1
Home Mortgage,5 years,0.0,618464.0,0.0,28.0,0.0,buy a car,Short Term,355938.0,741.0,1821378.0,6.0,15.3,325299.0,11808.0,0
Home Mortgage,10+ years,0.0,1129700.0,0.0,0.0,0.0,debt consolidation,Short Term,760232.0,731.0,1965872.2101600391,12.0,18.4,724907.0,39764.0,1
Own Home,2 years,0.0,356554.0,0.0,0.0,0.0,debt consolidation,Long Term,499136.0,664.0,939170.0,8.0,10.0,232180.0,19331.0,1
Home Mortgage,10+ years,0.0,279312.0,0.0,6.0,0.0,debt consolidation,Long Term,450560.0,710.0,1120658.0,6.0,18.5,136287.0,13822.0,0
Rent,4 years,0.0,180290.0,0.0,47.0,0.0,debt consolidation,Long Term,556380.0,731.0,1130416.1490273147,18.0,18.9,93575.0,13342.0,1
Home Mortgage,10+ years,0.0,752048.0,0.0,0.0,0.0,debt consolidation,Short Term,215864.0,750.0,1043062.0,7.0,17.0,164977.0,13908.0,0
Home Mortgage,2 years,0.0,693330.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,738.0,945440.0,15.0,17.0,68267.0,12606.0,0
Rent,3 years,0.0,472428.0,0.0,0.0,0.0,take a trip,Short Term,112596.0,740.0,1170590.0,10.0,17.0,152190.0,5018.0,0
Rent,4 years,0.0,188100.0,0.0,0.0,0.0,debt consolidation,Short Term,286616.0,738.0,734844.0,7.0,11.8,151392.0,13827.0,1
Home Mortgage,7 years,0.0,270996.0,0.0,10.0,0.0,home improvements,Long Term,306130.0,692.0,1548500.0,12.0,13.9,191919.0,31228.0,1
Home Mortgage,10+ years,0.0,203984.0,0.0,14.0,0.0,debt consolidation,Long Term,551364.0,649.0,1059155.0,9.0,20.5,154147.0,20742.0,0
Home Mortgage,7 years,0.0,489830.0,0.0,53.0,0.0,debt consolidation,Long Term,530002.0,686.0,1716498.0,15.0,16.2,217018.0,26749.0,0
Own Home,2 years,0.0,244882.0,0.0,35.0,0.0,debt consolidation,Short Term,309606.0,742.0,1793809.0,9.0,22.8,186523.0,11630.0,0
Home Mortgage,2 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,557766.0,750.0,2477087.0,19.0,17.0,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,1252878.0,0.0,37.0,0.0,debt consolidation,Short Term,259138.0,751.0,2517804.0,11.0,18.8,138491.0,14687.0,0
Home Mortgage,10+ years,0.0,369996.0,0.0,69.0,0.0,debt consolidation,Short Term,387090.0,725.0,1040060.0,11.0,17.7,266494.0,21495.0,0
Own Home,2 years,0.0,266222.0,0.0,0.0,0.0,debt consolidation,Short Term,122430.0,730.0,626981.0,10.0,10.0,193610.0,10763.0,0
Rent,1 year,0.0,212168.0,0.0,24.0,0.0,other,Short Term,116996.0,731.0,1123025.43747506,10.0,17.0,107559.0,13588.0,1
Home Mortgage,1 year,0.0,475618.0,0.0,61.0,0.0,debt consolidation,Short Term,147708.0,731.0,1321941.3339868314,7.0,12.0,33136.0,26919.0,1
Rent,10+ years,0.0,247302.0,0.0,0.0,0.0,debt consolidation,Short Term,334092.0,730.0,669408.0,10.0,15.5,184319.0,5634.0,0
Home Mortgage,10+ years,0.0,493372.0,1.0,0.0,1.0,debt consolidation,Short Term,675510.0,731.0,1794527.71272833,9.0,28.9,390716.0,33604.0,1
Rent,9 years,0.0,574552.0,0.0,0.0,0.0,debt consolidation,Long Term,517396.0,675.0,1011731.0,9.0,11.4,383553.0,24788.0,0
Home Mortgage,10+ years,0.0,143726.0,0.0,0.0,0.0,debt consolidation,Short Term,112354.0,748.0,1241897.0,8.0,15.1,95076.0,5765.0,0
Home Mortgage,3 years,0.0,232012.0,3.0,45.0,2.0,debt consolidation,Short Term,270556.0,731.0,1301126.0175266517,12.0,14.6,97185.0,23365.0,0
Rent,10+ years,0.0,240306.0,1.0,35.0,0.0,debt consolidation,Short Term,168938.0,711.0,617291.0,10.0,20.2,128668.0,14815.0,0
Rent,10+ years,0.0,218680.0,0.0,0.0,0.0,debt consolidation,Long Term,264946.0,731.0,1349391.6569155336,10.0,17.8,159961.0,22782.0,0
Rent,8 years,0.0,547118.0,0.0,0.0,0.0,debt consolidation,Short Term,261756.0,737.0,1054956.0,15.0,15.4,271681.0,10286.0,0
Home Mortgage,10+ years,0.0,1631894.0,0.0,0.0,0.0,business loan,Long Term,663432.0,658.0,1170590.0,12.0,15.9,208449.0,16009.0,1
Home Mortgage,< 1 year,0.0,644534.0,0.0,67.0,0.0,vacation,Short Term,309606.0,732.0,2400631.0,19.0,17.0,302822.0,38610.0,1
Home Mortgage,10+ years,0.0,814506.0,0.0,0.0,0.0,debt consolidation,Short Term,212344.0,731.0,1271559.7603486835,11.0,14.1,448096.0,14875.0,0
